drug_name,form,active_ingredient,strength,status
XYLOCAINE W/ EPINEPHRINE,"[""INJECTABLE"", ""INJECTION""]",EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,"[""0.005MG/ML"", ""0.5%""]",Prescription
XYLOCAINE W/ EPINEPHRINE,"[""INJECTABLE"", ""INJECTION""]",EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,"[""0.005MG/ML"", ""1.5%""]",Prescription
XYLOCAINE W/ EPINEPHRINE,"[""INJECTABLE"", ""INJECTION""]",EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,"[""0.005MG/ML"", ""1%""]",Prescription
XYLOCAINE W/ EPINEPHRINE,"[""INJECTABLE"", ""INJECTION""]",EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,"[""0.005MG/ML"", ""2%""]",Prescription
BENYLIN,"[""SYRUP"", ""ORAL""]",DIPHENHYDRAMINE HYDROCHLORIDE,"[""12.5MG/5ML""]",Discontinued
GANTRISIN,"[""TABLET"", ""ORAL""]",SULFISOXAZOLE,"[""500MG""]",Discontinued
AVC,"[""CREAM"", ""VAGINAL""]",SULFANILAMIDE,"[""15%""]",Discontinued
AVC,"[""SUPPOSITORY"", ""VAGINAL""]",SULFANILAMIDE,"[""1.05GM""]",Discontinued
URECHOLINE,"[""INJECTABLE"", ""INJECTION""]",BETHANECHOL CHLORIDE,"[""5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
URECHOLINE,"[""TABLET"", ""ORAL""]",BETHANECHOL CHLORIDE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
URECHOLINE,"[""TABLET"", ""ORAL""]",BETHANECHOL CHLORIDE,"[""5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
URECHOLINE,"[""TABLET"", ""ORAL""]",BETHANECHOL CHLORIDE,"[""25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
URECHOLINE,"[""TABLET"", ""ORAL""]",BETHANECHOL CHLORIDE,"[""50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
AMMONIUM CHLORIDE 0.9% IN NORMAL SALINE,"[""INJECTABLE"", ""INJECTION""]",AMMONIUM CHLORIDE,"[""900MG/100ML""]",Discontinued
CAFERGOT,"[""TABLET"", ""ORAL""]",CAFFEINE; ERGOTAMINE TARTRATE,"[""100MG"", ""1MG""]",Discontinued
METUBINE IODIDE,"[""INJECTABLE"", ""INJECTION""]",METOCURINE IODIDE,"[""2MG/ML""]",Discontinued
REDISOL,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""1MG/ML""]",Discontinued
MUSTARGEN,"[""INJECTABLE"", ""INJECTION""]",MECHLORETHAMINE HYDROCHLORIDE,"[""10MG/VIAL""]",Discontinued
VASOXYL,"[""INJECTABLE"", ""INJECTION""]",METHOXAMINE HYDROCHLORIDE,"[""20MG/ML""]",Discontinued
VASOXYL,"[""INJECTABLE"", ""INJECTION""]",METHOXAMINE HYDROCHLORIDE,"[""10MG/ML""]",Discontinued
ARTANE,"[""TABLET"", ""ORAL""]",TRIHEXYPHENIDYL HYDROCHLORIDE,"[""5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
ARTANE,"[""TABLET"", ""ORAL""]",TRIHEXYPHENIDYL HYDROCHLORIDE,"[""2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
ARTANE,"[""ELIXIR"", ""ORAL""]",TRIHEXYPHENIDYL HYDROCHLORIDE,"[""2MG/5ML""]",Discontinued
ARTANE,"[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",TRIHEXYPHENIDYL HYDROCHLORIDE,"[""5MG""]",Discontinued
BERUBIGEN,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""1MG/ML""]",Discontinued
RUBRAMIN PC,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""0.1MG/ML""]",Discontinued
RUBRAMIN PC,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
RUBRAMIN PC,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PARADIONE,"[""CAPSULE"", ""ORAL""]",PARAMETHADIONE,"[""300MG""]",Discontinued
PARADIONE,"[""SOLUTION"", ""ORAL""]",PARAMETHADIONE,"[""300MG/ML""]",Discontinued
PARADIONE,"[""CAPSULE"", ""ORAL""]",PARAMETHADIONE,"[""150MG""]",Discontinued
PARASAL,"[""TABLET"", ""ORAL""]",AMINOSALICYLIC ACID,"[""500MG""]",Discontinued
PARASAL,"[""TABLET"", ""ORAL""]",AMINOSALICYLIC ACID,"[""1GM""]",Discontinued
PARASAL SODIUM,"[""TABLET"", ""ORAL""]",AMINOSALICYLATE SODIUM,"[""500MG""]",Discontinued
PARASAL SODIUM,"[""TABLET"", ""ORAL""]",AMINOSALICYLATE SODIUM,"[""1GM""]",Discontinued
AQUASOL A,"[""INJECTABLE"", ""INJECTION""]",VITAMIN A PALMITATE,"[""EQ 50,000 UNITS BASE/ML""]",Prescription
PHISOHEX,"[""EMULSION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""3%""]",Discontinued
TERFONYL,"[""TABLET"", ""ORAL""]",TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE),"[""167MG"", ""167MG"", ""167MG""]",Discontinued
TERFONYL,"[""SUSPENSION"", ""ORAL""]",TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE),"[""167MG/5ML"", ""167MG/5ML"", ""167MG/5ML""]",Discontinued
NORISODRINE,"[""POWDER"", ""INHALATION""]",ISOPROTERENOL SULFATE,"[""25%""]",Discontinued
NORISODRINE,"[""POWDER"", ""INHALATION""]",ISOPROTERENOL SULFATE,"[""10%""]",Discontinued
GANTRISIN,"[""INJECTABLE"", ""INJECTION""]",SULFISOXAZOLE DIOLAMINE,"[""EQ 400MG BASE/ML""]",Discontinued
TRIPLE SULFAS,"[""TABLET"", ""ORAL""]",TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE),"[""167MG"", ""167MG"", ""167MG""]",Discontinued
TRIPLE SULFAS,"[""SUSPENSION"", ""ORAL""]",TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE),"[""167MG/5ML"", ""167MG/5ML"", ""167MG/5ML""]",Discontinued
CHLOR-TRIMETON,"[""TABLET"", ""ORAL""]",CHLORPHENIRAMINE MALEATE,"[""4MG""]",Discontinued
CHLOR-TRIMETON,"[""SYRUP"", ""ORAL""]",CHLORPHENIRAMINE MALEATE,"[""2MG/5ML""]",Discontinued
EURAX,"[""CREAM"", ""TOPICAL""]",CROTAMITON,"[""10%""]",Discontinued
SYNCURINE,"[""INJECTABLE"", ""INJECTION""]",DECAMETHONIUM BROMIDE,"[""1MG/ML""]",Discontinued
VI-TWEL,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""1MG/ML""]",Discontinued
AZULFIDINE,"[""TABLET"", ""ORAL""]",SULFASALAZINE,"[""500MG""]",Prescription
AZULFIDINE EN-TABS,"[""TABLET, DELAYED RELEASE"", ""ORAL""]",SULFASALAZINE,"[""500MG""]",Prescription
CYANOCOBALAMIN,"[""INJECTABLE"", ""INJECTION""]",CYANOCOBALAMIN,"[""1MG/ML""]",Discontinued
CORTONE,"[""INJECTABLE"", ""INJECTION""]",CORTISONE ACETATE,"[""25MG/ML""]",Discontinued
CORTONE,"[""INJECTABLE"", ""INJECTION""]",CORTISONE ACETATE,"[""50MG/ML""]",Discontinued
AEROLONE,"[""SOLUTION"", ""INHALATION""]",ISOPROTERENOL HYDROCHLORIDE,"[""0.25%""]",Discontinued
TEEBACIN,"[""TABLET"", ""ORAL""]",AMINOSALICYLATE SODIUM,"[""500MG""]",Discontinued
PRONESTYL,"[""CAPSULE"", ""ORAL""]",PROCAINAMIDE HYDROCHLORIDE,"[""250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PRONESTYL,"[""INJECTABLE"", ""INJECTION""]",PROCAINAMIDE HYDROCHLORIDE,"[""100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PRONESTYL,"[""CAPSULE"", ""ORAL""]",PROCAINAMIDE HYDROCHLORIDE,"[""500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PRONESTYL,"[""CAPSULE"", ""ORAL""]",PROCAINAMIDE HYDROCHLORIDE,"[""375MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PRONESTYL,"[""INJECTABLE"", ""INJECTION""]",PROCAINAMIDE HYDROCHLORIDE,"[""500MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
VERILOID,"[""TABLET"", ""ORAL""]",ALKAVERVIR,"[""2MG""]",Discontinued
VERILOID,"[""TABLET"", ""ORAL""]",ALKAVERVIR,"[""3MG""]",Discontinued
PERCODAN-DEMI,"[""TABLET"", ""ORAL""]",ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,"[""325MG"", ""2.25MG"", ""0.19MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PERCODAN,"[""TABLET"", ""ORAL""]",ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,"[""325MG"", ""4.5MG"", ""0.38MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PERCODAN,"[""TABLET"", ""ORAL""]",ASPIRIN; OXYCODONE HYDROCHLORIDE,"[""325MG"", ""4.8355MG""]",Prescription
BANTHINE,"[""TABLET"", ""ORAL""]",METHANTHELINE BROMIDE,"[""50MG""]",Discontinued
SECONAL SODIUM,"[""INJECTABLE"", ""INJECTION""]",SECOBARBITAL SODIUM,"[""50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
BENTYL,"[""TABLET"", ""ORAL""]",DICYCLOMINE HYDROCHLORIDE,"[""20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
BENTYL,"[""CAPSULE"", ""ORAL""]",DICYCLOMINE HYDROCHLORIDE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PROTAMINE SULFATE,"[""INJECTABLE"", ""INJECTION""]",PROTAMINE SULFATE,"[""50MG/VIAL""]",Discontinued
PROTAMINE SULFATE,"[""INJECTABLE"", ""INJECTION""]",PROTAMINE SULFATE,"[""250MG/VIAL""]",Discontinued
ACTHAR,"[""INJECTABLE"", ""INJECTION""]",CORTICOTROPIN,"[""25 UNITS/VIAL""]",Discontinued
ACTHAR,"[""INJECTABLE"", ""INJECTION""]",CORTICOTROPIN,"[""40 UNITS/VIAL""]",Discontinued
LEVOPHED,"[""INJECTABLE"", ""INJECTION""]",NOREPINEPHRINE BITARTRATE,"[""EQ 1MG BASE/ML""]",Prescription
TAPAZOLE,"[""TABLET"", ""ORAL""]",METHIMAZOLE,"[""5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TAPAZOLE,"[""TABLET"", ""ORAL""]",METHIMAZOLE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
QUINIDINE GLUCONATE,"[""INJECTABLE"", ""INJECTION""]",QUINIDINE GLUCONATE,"[""80MG/ML""]",Discontinued
SURITAL,"[""INJECTABLE"", ""INJECTION""]",THIAMYLAL SODIUM,"[""1GM/VIAL""]",Discontinued
SURITAL,"[""INJECTABLE"", ""INJECTION""]",THIAMYLAL SODIUM,"[""5GM/VIAL""]",Discontinued
SURITAL,"[""INJECTABLE"", ""INJECTION""]",THIAMYLAL SODIUM,"[""10GM/VIAL""]",Discontinued
CHLOR-TRIMETON,"[""TABLET, EXTENDED RELEASE"", ""ORAL""]",CHLORPHENIRAMINE MALEATE,"[""8MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
CHLOR-TRIMETON,"[""TABLET, EXTENDED RELEASE"", ""ORAL""]",CHLORPHENIRAMINE MALEATE,"[""12MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PHENURONE,"[""TABLET"", ""ORAL""]",PHENACEMIDE,"[""500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
CORTONE,"[""TABLET"", ""ORAL""]",CORTISONE ACETATE,"[""25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
GANTRISIN,"[""SOLUTION/DROPS"", ""OPHTHALMIC""]",SULFISOXAZOLE DIOLAMINE,"[""EQ 4% BASE""]",Discontinued
NEOTHYLLINE,"[""TABLET"", ""ORAL""]",DYPHYLLINE,"[""200MG""]",Discontinued
NEOTHYLLINE,"[""TABLET"", ""ORAL""]",DYPHYLLINE,"[""400MG""]",Discontinued
NEOTHYLLINE,"[""ELIXIR"", ""ORAL""]",DYPHYLLINE,"[""160MG/15ML""]",Discontinued
FLAXEDIL,"[""INJECTABLE"", ""INJECTION""]",GALLAMINE TRIETHIODIDE,"[""20MG/ML""]",Discontinued
FLAXEDIL,"[""INJECTABLE"", ""INJECTION""]",GALLAMINE TRIETHIODIDE,"[""100MG/ML""]",Discontinued
POTASSIUM CHLORIDE,"[""INJECTABLE"", ""INJECTION""]",POTASSIUM CHLORIDE,"[""2MEQ/ML""]",Discontinued
ANTABUSE,"[""TABLET"", ""ORAL""]",DISULFIRAM,"[""500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
ANTABUSE,"[""TABLET"", ""ORAL""]",DISULFIRAM,"[""250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
BENEMID,"[""TABLET"", ""ORAL""]",PROBENECID,"[""500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PHENERGAN,"[""TABLET"", ""ORAL""]",PROMETHAZINE HYDROCHLORIDE,"[""12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PHENERGAN,"[""TABLET"", ""ORAL""]",PROMETHAZINE HYDROCHLORIDE,"[""25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PHENERGAN,"[""TABLET"", ""ORAL""]",PROMETHAZINE HYDROCHLORIDE,"[""50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
SELSUN,"[""LOTION/SHAMPOO"", ""TOPICAL""]",SELENIUM SULFIDE,"[""2.5%""]",Discontinued
SUS-PHRINE SULFITE FREE,"[""INJECTABLE"", ""INJECTION""]",EPINEPHRINE,"[""5MG/ML""]",Discontinued
SUS-PHRINE SULFITE FREE,"[""INJECTABLE"", ""INJECTION""]",EPINEPHRINE,"[""1.5MG/AMP""]",Discontinued
PREFRIN-A,"[""SOLUTION/DROPS"", ""OPHTHALMIC""]",PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE,"[""0.12%"", ""0.1%""]",Discontinued
TENSILON,"[""INJECTABLE"", ""INJECTION""]",EDROPHONIUM CHLORIDE,"[""10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TENSILON PRESERVATIVE FREE,"[""INJECTABLE"", ""INJECTION""]",EDROPHONIUM CHLORIDE,"[""10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
BENTYL,"[""SYRUP"", ""ORAL""]",DICYCLOMINE HYDROCHLORIDE,"[""10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
AMBODRYL,"[""CAPSULE"", ""ORAL""]",BROMODIPHENHYDRAMINE HYDROCHLORIDE,"[""25MG""]",Discontinued
TELEPAQUE,"[""TABLET"", ""ORAL""]",IOPANOIC ACID,"[""500MG""]",Discontinued
EVANS BLUE,"[""INJECTABLE"", ""INJECTION""]",EVANS BLUE,"[""0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
XYLOCAINE,"[""OINTMENT"", ""TOPICAL""]",LIDOCAINE,"[""5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
METHOTREXATE SODIUM,"[""TABLET"", ""ORAL""]",METHOTREXATE SODIUM,"[""EQ 2.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TACE,"[""CAPSULE"", ""ORAL""]",CHLOROTRIANISENE,"[""12MG""]",Discontinued
LEUCOVORIN CALCIUM,"[""INJECTABLE"", ""INJECTION""]",LEUCOVORIN CALCIUM,"[""EQ 3MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
LEUCOVORIN CALCIUM,"[""INJECTABLE"", ""INJECTION""]",LEUCOVORIN CALCIUM,"[""EQ 50MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
LEUCOVORIN CALCIUM,"[""FOR SOLUTION"", ""ORAL""]",LEUCOVORIN CALCIUM,"[""EQ 60MG BASE/VIAL""]",Discontinued
LEUCOVORIN CALCIUM,"[""INJECTABLE"", ""INJECTION""]",LEUCOVORIN CALCIUM,"[""EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
LEUCOVORIN CALCIUM,"[""INJECTABLE"", ""INJECTION""]",LEUCOVORIN CALCIUM,"[""EQ 350MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PRANTAL,"[""TABLET"", ""ORAL""]",DIPHEMANIL METHYLSULFATE,"[""100MG""]",Discontinued
CORTISONE ACETATE,"[""TABLET"", ""ORAL""]",CORTISONE ACETATE,"[""25MG""]",Discontinued
CORTISONE ACETATE,"[""INJECTABLE"", ""INJECTION""]",CORTISONE ACETATE,"[""25MG/ML""]",Discontinued
CORTISONE ACETATE,"[""TABLET"", ""ORAL""]",CORTISONE ACETATE,"[""5MG""]",Discontinued
CORTISONE ACETATE,"[""TABLET"", ""ORAL""]",CORTISONE ACETATE,"[""10MG""]",Discontinued
BENOQUIN,"[""CREAM"", ""TOPICAL""]",MONOBENZONE,"[""20%""]",Discontinued
HYDROCORTONE,"[""INJECTABLE"", ""INJECTION""]",HYDROCORTISONE ACETATE,"[""25MG/ML""]",Discontinued
HYDROCORTONE,"[""INJECTABLE"", ""INJECTION""]",HYDROCORTISONE ACETATE,"[""50MG/ML""]",Discontinued
WYAMINE SULFATE,"[""INJECTABLE"", ""INJECTION""]",MEPHENTERMINE SULFATE,"[""EQ 30MG BASE/ML""]",Discontinued
WYAMINE SULFATE,"[""INJECTABLE"", ""INJECTION""]",MEPHENTERMINE SULFATE,"[""EQ 15MG BASE/ML""]",Discontinued
REGITINE,"[""INJECTABLE"", ""INJECTION""]",PHENTOLAMINE MESYLATE,"[""5MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
CORTISONE ACETATE,"[""TABLET"", ""ORAL""]",CORTISONE ACETATE,"[""25MG""]",Discontinued
CORTISONE ACETATE,"[""TABLET"", ""ORAL""]",CORTISONE ACETATE,"[""5MG""]",Discontinued
APRESOLINE,"[""TABLET"", ""ORAL""]",HYDRALAZINE HYDROCHLORIDE,"[""25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
APRESOLINE,"[""TABLET"", ""ORAL""]",HYDRALAZINE HYDROCHLORIDE,"[""50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
APRESOLINE,"[""INJECTABLE"", ""INJECTION""]",HYDRALAZINE HYDROCHLORIDE,"[""20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
APRESOLINE,"[""TABLET"", ""ORAL""]",HYDRALAZINE HYDROCHLORIDE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
APRESOLINE,"[""TABLET"", ""ORAL""]",HYDRALAZINE HYDROCHLORIDE,"[""100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PHENERGAN W/ CODEINE,"[""SYRUP"", ""ORAL""]",CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,"[""10MG/5ML"", ""6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PHENERGAN VC W/ CODEINE,"[""SYRUP"", ""ORAL""]",CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,"[""10MG/5ML"", ""5MG/5ML"", ""6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PRIMAQUINE,"[""TABLET"", ""ORAL""]",PRIMAQUINE PHOSPHATE,"[""EQ 15MG BASE""]",Prescription
ACTH,"[""INJECTABLE"", ""INJECTION""]",CORTICOTROPIN,"[""25 UNITS/VIAL""]",Discontinued
ACTH,"[""INJECTABLE"", ""INJECTION""]",CORTICOTROPIN,"[""40 UNITS/VIAL""]",Discontinued
BUTAZOLIDIN,"[""TABLET"", ""ORAL""]",PHENYLBUTAZONE,"[""100MG""]",Discontinued
BUTAZOLIDIN,"[""CAPSULE"", ""ORAL""]",PHENYLBUTAZONE,"[""100MG""]",Discontinued
GEMONIL,"[""TABLET"", ""ORAL""]",METHARBITAL,"[""100MG""]",Discontinued
BENTYL,"[""INJECTABLE"", ""INJECTION""]",DICYCLOMINE HYDROCHLORIDE,"[""10MG/ML""]",Prescription
BENTYL PRESERVATIVE FREE,"[""INJECTABLE"", ""INJECTION""]",DICYCLOMINE HYDROCHLORIDE,"[""10MG/ML""]",Prescription
ACTHAR GEL,"[""INJECTABLE"", ""INJECTION""]",CORTICOTROPIN,"[""40 UNITS/ML""]",Discontinued
ACTHAR GEL,"[""INJECTABLE"", ""INJECTION""]",CORTICOTROPIN,"[""80 UNITS/ML""]",Prescription
TPN,"[""SUSPENSION"", ""ORAL""]",NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE,"[""15MG/5ML"", ""3.75MG/5ML"", ""600MG/5ML""]",Discontinued
PROMETHAZINE HYDROCHLORIDE PLAIN,"[""SYRUP"", ""ORAL""]",PROMETHAZINE HYDROCHLORIDE,"[""25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PROMETHAZINE HYDROCHLORIDE PLAIN,"[""SYRUP"", ""ORAL""]",PROMETHAZINE HYDROCHLORIDE,"[""6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
NYDRAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""100MG""]",Discontinued
PHISOHEX,"[""EMULSION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""3%""]",Discontinued
GANTRISIN,"[""OINTMENT"", ""OPHTHALMIC""]",SULFISOXAZOLE DIOLAMINE,"[""EQ 4% BASE""]",Discontinued
RIMIFON,"[""SYRUP"", ""ORAL""]",ISONIAZID,"[""50MG/5ML""]",Discontinued
RIMIFON,"[""INJECTABLE"", ""INJECTION""]",ISONIAZID,"[""25MG/ML""]",Discontinued
RIMIFON,"[""INJECTABLE"", ""INJECTION""]",ISONIAZID,"[""100MG/ML""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""50MG""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""100MG""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""300MG""]",Discontinued
ANECTINE,"[""INJECTABLE"", ""INJECTION""]",SUCCINYLCHOLINE CHLORIDE,"[""500MG/VIAL""]",Discontinued
ANECTINE,"[""INJECTABLE"", ""INJECTION""]",SUCCINYLCHOLINE CHLORIDE,"[""20MG/ML""]",Prescription
ANECTINE,"[""INJECTABLE"", ""INJECTION""]",SUCCINYLCHOLINE CHLORIDE,"[""50MG/ML""]",Discontinued
ANECTINE,"[""INJECTABLE"", ""INJECTION""]",SUCCINYLCHOLINE CHLORIDE,"[""1GM/VIAL""]",Discontinued
CYCLAINE,"[""SOLUTION"", ""TOPICAL""]",HEXYLCAINE HYDROCHLORIDE,"[""5%""]",Discontinued
ANTRENYL,"[""TABLET"", ""ORAL""]",OXYPHENONIUM BROMIDE,"[""5MG""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""100MG""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""300MG""]",Discontinued
HYDROCORTONE,"[""TABLET"", ""ORAL""]",HYDROCORTISONE,"[""10MG""]",Discontinued
HYDROCORTONE,"[""TABLET"", ""ORAL""]",HYDROCORTISONE,"[""20MG""]",Discontinued
THIOSULFIL,"[""TABLET"", ""ORAL""]",SULFAMETHIZOLE,"[""250MG""]",Discontinued
THIOSULFIL,"[""TABLET"", ""ORAL""]",SULFAMETHIZOLE,"[""500MG""]",Discontinued
DARAPRIM,"[""TABLET"", ""ORAL""]",PYRIMETHAMINE,"[""25MG""]",Prescription
RAVOCAINE AND NOVOCAIN W/ LEVOPHED,"[""INJECTABLE"", ""INJECTION""]",NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE,"[""EQ 0.033MG BASE/ML"", ""2%"", ""0.4%""]",Discontinued
RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,"[""INJECTABLE"", ""INJECTION""]",LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE,"[""0.05MG/ML"", ""2%"", ""0.4%""]",Discontinued
PHENERGAN VC,"[""SYRUP"", ""ORAL""]",PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,"[""5MG/5ML"", ""6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
NYDRAZID,"[""INJECTABLE"", ""INJECTION""]",ISONIAZID,"[""100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
ISONIAZID,"[""TABLET"", ""ORAL""]",ISONIAZID,"[""300MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
FURADANTIN,"[""TABLET"", ""ORAL""]",NITROFURANTOIN,"[""50MG""]",Discontinued
FURADANTIN,"[""TABLET"", ""ORAL""]",NITROFURANTOIN,"[""100MG""]",Discontinued
CORTEF,"[""TABLET"", ""ORAL""]",HYDROCORTISONE,"[""10MG""]",Prescription
